Student_ID,Skill,Assessment_Score
STU0206,Power BI,14
STU0206,Machine Learning,26
STU0206,Java,38
STU0206,Communication,59
STU0207,Python,34
STU0207,SQL,40
STU0207,Power BI,37
STU0207,Machine Learning,45
STU0207,Java,51
STU0207,Communication,57
STU0208,Python,58
STU0208,SQL,26
STU0208,Power BI,43
STU0208,Machine Learning,26
STU0208,Java,27
STU0208,Communication,48
STU0209,Python,32
STU0209,SQL,13
STU0209,Power BI,42
STU0209,Machine Learning,45
STU0209,Java,22
STU0209,Communication,71
STU0210,Python,24
STU0210,SQL,25
STU0210,Power BI,39
STU0210,Machine Learning,24
STU0210,Java,57
STU0210,Communication,63
STU0211,Python,48
STU0211,SQL,34
STU0211,Power BI,39
STU0211,Machine Learning,19
STU0211,Java,32
STU0211,Communication,67
STU0212,Python,22
STU0212,SQL,42
STU0212,Power BI,37
STU0212,Machine Learning,33
STU0212,Java,55
STU0212,Communication,84
STU0213,Python,29
STU0213,SQL,38
STU0213,Power BI,21
STU0213,Machine Learning,25
STU0213,Java,25
STU0213,Communication,86
STU0214,Python,39
STU0214,SQL,30
STU0214,Power BI,45
STU0214,Machine Learning,2
STU0214,Java,5
STU0214,Communication,77
STU0215,Python,35
STU0215,SQL,36
STU0215,Power BI,12
STU0215,Machine Learning,25
STU0215,Java,61
STU0215,Communication,77
STU0216,Python,36
STU0216,SQL,27
STU0216,Power BI,24
STU0216,Machine Learning,2
STU0216,Java,37
STU0216,Communication,77
STU0217,Python,12
STU0217,SQL,24
STU0217,Power BI,14
STU0217,Machine Learning,12
STU0217,Java,34
STU0217,Communication,45
STU0218,Python,43
STU0218,SQL,43
STU0218,Power BI,26
STU0218,Machine Learning,2
STU0218,Java,19
STU0218,Communication,82
STU0219,Python,2
STU0219,SQL,28
STU0219,Power BI,14
STU0219,Machine Learning,35
STU0219,Java,24
STU0219,Communication,72
STU0220,Python,42
STU0220,SQL,57
STU0220,Power BI,26
STU0220,Machine Learning,30
STU0220,Java,12
STU0220,Communication,81
STU0221,Python,23
STU0221,SQL,26
STU0221,Power BI,29
STU0221,Machine Learning,5
STU0221,Java,36
STU0221,Communication,79
STU0222,Python,38
STU0222,SQL,12
STU0222,Power BI,27
STU0222,Machine Learning,35
STU0222,Java,7
STU0222,Communication,56
STU0223,Python,46
STU0223,SQL,37
STU0223,Power BI,34
STU0223,Machine Learning,49
STU0223,Java,40
STU0223,Communication,75
STU0224,Python,72
STU0224,SQL,30
STU0224,Power BI,19
STU0224,Machine Learning,31
STU0224,Java,39
STU0224,Communication,62
STU0225,Python,20
STU0225,SQL,63
STU0225,Power BI,33
STU0225,Machine Learning,15
STU0225,Java,46
STU0225,Communication,67
STU0226,Python,30
STU0226,SQL,40
STU0226,Power BI,12
STU0226,Machine Learning,30
STU0226,Java,60
STU0226,Communication,73
STU0227,Python,29
STU0227,SQL,26
STU0227,Power BI,24
STU0227,Machine Learning,22
STU0227,Java,28
STU0227,Communication,78
STU0228,Python,10
STU0228,SQL,44
STU0228,Power BI,24
STU0228,Machine Learning,30
STU0228,Java,17
STU0228,Communication,83
STU0229,Python,51
STU0229,SQL,45
STU0229,Power BI,9
STU0229,Machine Learning,36
STU0229,Java,39
STU0229,Communication,50
STU0230,Python,34
STU0230,SQL,38
STU0230,Power BI,36
STU0230,Machine Learning,27
STU0230,Java,37
STU0230,Communication,84
STU0231,Python,51
STU0231,SQL,2
STU0231,Power BI,25
STU0231,Machine Learning,23
STU0231,Java,8
STU0231,Communication,69
STU0232,Python,51
STU0232,SQL,19
STU0232,Power BI,33
STU0232,Machine Learning,13
STU0232,Java,24
STU0232,Communication,84
STU0233,Python,26
STU0233,SQL,39
STU0233,Power BI,5
STU0233,Machine Learning,49
STU0233,Java,41
STU0233,Communication,66
STU0234,Python,42
STU0234,SQL,15
STU0234,Power BI,44
STU0234,Machine Learning,21
STU0234,Java,30
STU0234,Communication,63
STU0235,Python,26
STU0235,SQL,42
STU0235,Power BI,32
STU0235,Machine Learning,33
STU0235,Java,33
STU0235,Communication,74
STU0236,Python,28
STU0236,SQL,62
STU0236,Power BI,9
STU0236,Machine Learning,41
STU0236,Java,52
STU0236,Communication,59
STU0237,Python,65
STU0237,SQL,46
STU0237,Power BI,42
STU0237,Machine Learning,25
STU0237,Java,30
STU0237,Communication,66
STU0238,Python,39
STU0238,SQL,51
STU0238,Power BI,31
STU0238,Machine Learning,13
STU0238,Java,45
STU0238,Communication,78
STU0239,Python,43
STU0239,SQL,43
STU0239,Power BI,25
STU0239,Machine Learning,13
STU0239,Java,21
STU0239,Communication,50
STU0240,Python,37
STU0240,SQL,32
STU0240,Power BI,23
STU0240,Machine Learning,2
STU0240,Java,16
STU0240,Communication,80
